77, 73, 70
74, 70, 70
71, 66, 78
71, 69, 61
72, 68, 58
74, 72, 21
84, 74, 80
85, 74, 71
86, 77, 69
68, 68, 91
81, 65, 67
72, 72, 30
77, 70, 2
78, 79, 58
78, 76, 53
80, 77, 16
71, 77, 73
76, 78, 20
82, 78, 59
84, 75, 82
71, 66, 96
84, 79, 79
83, 67, 36
69, 75, 98
84, 69, 78
84, 68, 6
80, 75, 7
84, 74, 19
74, 72, 91
71, 68, 93
80, 68, 11
82, 69, 36
77, 75, 24
82, 71, 69
79, 76, 22
77, 75, 13
81, 79, 23
79, 69, 66
79, 77, 37
68, 74, 76
69, 75, 17
82, 66, 16
80, 65, 46
82, 67, 20
81, 70, 47
81, 79, 8
71, 75, 9
78, 74, 95
68, 73, 35
70, 75, 96
84, 77, 12
81, 79, 2
68, 70, 43
85, 74, 84
80, 70, 90
68, 74, 52
75, 71, 90
69, 75, 39
81, 67, 21
69, 72, 15
74, 77, 54
79, 73, 6
82, 75, 15
75, 69, 4
77, 75, 5
79, 65, 54
77, 71, 22
78, 66, 4
70, 76, 43
71, 76, 86
81, 68, 14
82, 82, 31
78, 80, 34
76, 65, 75
74, 78, 37
70, 66, 42
77, 72, 36
68, 74, 1
80, 66, 61
83, 66, 99
68, 74, 92
72, 76, 90
69, 73, 44
86, 72, 2
73, 76, 50
86, 77, 42
73, 66, 60
80, 74, 84
72, 67, 38
79, 73, 10
70, 69, 39
75, 66, 29
84, 69, 7
81, 65, 72
83, 77, 20
74, 74, 67
81, 72, 57
74, 69, 52
81, 80, 7
78, 79, 73
83, 81, 6
78, 73, 89
80, 70, 39
75, 72, 33
78, 68, 33
78, 74, 10
73, 75, 22
75, 78, 19
79, 73, 69
72, 71, 17
82, 71, 37
82, 78, 25
73, 68, 46
82, 71, 30
77, 72, 49
75, 70, 15
73, 70, 16
83, 77, 12
86, 71, 23
75, 69, 28
77, 67, 23
83, 71, 52
85, 77, 19
75, 70, 15
73, 75, 34
85, 74, 27
77, 68, 86
76, 68, 18
82, 67, 80

