73, 64
62, 57
72, 55
70, 50
71, 66
69, 54
64, 60
66, 49
62, 55
71, 64
72, 50
69, 62
69, 61
70, 63
72, 59
59, 49
62, 55
61, 54
71, 64
68, 55
67, 65
63, 56
62, 55
68, 51
59, 53
59, 56
74, 53
65, 63
71, 66
71, 57
72, 63
71, 63
61, 59
76, 55
60, 52
60, 53
57, 59
70, 62
66, 51
64, 54
76, 54
70, 52
59, 51
62, 52
64, 57
70, 50
66, 51
69, 66
71, 54
63, 51
58, 57
64, 57
77, 53
59, 51
71, 59
61, 51
63, 53
58, 59
65, 52
59, 55
59, 57
73, 60
71, 57
76, 56
56, 58
70, 54
60, 51
69, 59
58, 52
58, 58
60, 58
56, 56
65, 64
64, 50
67, 54
67, 58
69, 52
76, 54
58, 58
59, 58
64, 63
70, 51
66, 58
57, 53
71, 55
67, 60
72, 61
74, 59
71, 51
63, 61
63, 61
67, 65
64, 57
67, 49
76, 55
65, 49
73, 54
77, 54
62, 55
70, 55
74, 54
69, 65
73, 58
73, 53
70, 57
65, 54
70, 67
59, 53
70, 49
64, 58
70, 54
68, 56
61, 52
66, 60
73, 57
61, 55
61, 51
57, 58
73, 58
71, 64
70, 49
74, 56
74, 57
70, 62
60, 52
59, 51
60, 56
63, 49
55, 57
73, 50
58, 57
71, 58
68, 59
73, 60
68, 58
65, 56
59, 59
58, 59
60, 52
67, 53
73, 61
68, 60
64, 55
66, 54
69, 58
65, 49
67, 49
70, 55
62, 54

