13, 74, 22
7, 77, 0
12, 88, 82
15, 79, 10
1, 77, 15
5, 75, 39
3, 76, 43
7, 81, 12
9, 84, 56
4, 86, 19
11, 82, 56
8, 85, 38
14, 82, 7
5, 79, 21
4, 77, 6
8, 77, 3
1, 82, 47
8, 80, 40
5, 74, 63
10, 77, 71
2, 83, 90
4, 79, 38
3, 77, 25
0, 79, 17
2, 77, 62
10, 74, 90
5, 84, 78
11, 79, 34
14, 85, 27
2, 86, 68
4, 84, 43
12, 82, 83
6, 84, 54
4, 83, 66
12, 84, 24
7, 84, 47
4, 79, 88
15, 76, 16
11, 76, 47
14, 80, 58
12, 82, 15
14, 85, 79
4, 77, 5
10, 87, 64
6, 85, 99
4, 81, 46
12, 77, 23
2, 76, 80
12, 76, 45
3, 73, 91
12, 82, 76
6, 87, 35
9, 80, 79
14, 83, 37
10, 83, 3
9, 74, 41
9, 86, 6
7, 78, 58
11, 76, 5
8, 77, 66
0, 84, 89
4, 78, 91
15, 77, 94
5, 84, 43
3, 81, 52
11, 84, 47
11, 75, 84
14, 86, 5
5, 87, 57
1, 79, 94
6, 85, 50
3, 81, 23
13, 88, 79
4, 77, 89
7, 84, 44
3, 75, 67
4, 84, 58
6, 81, 90
2, 74, 6
4, 76, 90
4, 74, 71
12, 74, 97
12, 75, 32
4, 76, 44
12, 87, 46
12, 74, 32
0, 85, 72
11, 86, 12
4, 78, 44
8, 76, 60
5, 76, 81
10, 85, 51
5, 87, 22
3, 81, 1
3, 81, 70
4, 78, 80
12, 86, 45
12, 76, 8
2, 85, 58
14, 82, 83
13, 73, 23

