52, 87, 70
46, 90, 49
49, 96, 84
56, 98, 3
54, 85, 10
50, 98, 79
59, 92, 5
54, 98, 46
53, 83, 20
51, 86, 44
46, 93, 91
51, 87, 26
52, 93, 41
59, 89, 22
61, 90, 62
55, 93, 38
54, 88, 41
59, 93, 48
58, 93, 6
46, 91, 37
46, 89, 78
56, 88, 52
47, 93, 30
46, 88, 8
55, 91, 90
53, 93, 21
49, 95, 22
55, 87, 24
58, 88, 21
48, 84, 45
56, 96, 10
54, 93, 95
57, 99, 90
55, 87, 57
46, 93, 87
52, 92, 53
57, 90, 59
57, 86, 9
49, 96, 26
49, 88, 23
50, 87, 40
50, 88, 39
58, 85, 23
46, 90, 75
52, 84, 5
49, 91, 60
47, 99, 89
47, 96, 66
52, 99, 50
51, 84, 37
58, 94, 71
60, 86, 19
57, 85, 14
56, 90, 82
51, 99, 3
52, 95, 20
51, 91, 34
49, 90, 46
57, 88, 29
57, 89, 92
50, 93, 64
47, 99, 50
47, 93, 29
57, 86, 66
49, 96, 42
56, 98, 49
48, 85, 78
55, 84, 35
50, 88, 66
50, 96, 96
46, 90, 68
55, 95, 85
53, 85, 39
51, 96, 98
56, 88, 46
54, 92, 2
56, 88, 16
47, 90, 40
55, 96, 20
54, 85, 50
56, 88, 66
53, 94, 27
51, 87, 75
46, 87, 7
59, 89, 70
52, 96, 82
57, 92, 26
56, 92, 50
47, 89, 92
58, 94, 54
55, 98, 72
59, 92, 98
54, 97, 39
55, 98, 62
57, 96, 18
61, 88, 39
52, 95, 21
58, 98, 31
46, 89, 80
54, 93, 59
57, 86, 79
54, 85, 85
52, 93, 39
55, 96, 50
56, 84, 2
47, 87, 31
56, 87, 87
55, 83, 44
59, 88, 49
51, 98, 47
51, 86, 41
57, 84, 80
52, 83, 46
58, 87, 95
50, 98, 28
45, 93, 44
53, 85, 84
49, 95, 0
52, 85, 17
52, 91, 95
51, 85, 4
48, 99, 64
58, 98, 15
56, 89, 95
48, 85, 48
56, 95, 19
54, 95, 34
50, 91, 40
51, 87, 77
52, 93, 56
48, 96, 36
48, 92, 2
56, 84, 41
51, 83, 78

