64, 5, 45
63, 13, 55
71, 11, 47
77, 8, 13
63, 1, 3
69, 15, 65
62, 11, 77
75, 13, 42
75, 15, 21
75, 15, 28
70, 8, 68
66, 0, 67
70, 7, 96
72, 6, 56
65, 1, 5
64, 1, 23
68, 15, 96
64, 7, 95
65, 1, 40
73, 4, 62
62, 2, 48
75, 0, 12
72, 2, 76
72, 7, 94
62, 9, 7
69, 16, 83
67, 7, 77
67, 10, 66
69, 8, 27
62, 6, 78
63, 8, 49
69, 15, 53
61, 4, 38
71, 3, 42
75, 10, 32
68, 6, 29
69, 9, 56
62, 2, 39
70, 15, 0
67, 15, 45
76, 1, 15
76, 6, 2
64, 14, 46
72, 14, 66
61, 7, 76
64, 4, 77
72, 3, 86
67, 15, 42
67, 12, 34
70, 11, 35
74, 2, 0
73, 6, 80
62, 11, 11
76, 4, 73
77, 9, 3
76, 12, 91
68, 13, 66
67, 2, 65
74, 0, 66
65, 11, 17
70, 14, 10
64, 9, 3
67, 9, 10
66, 5, 94
70, 16, 63
65, 5, 27
74, 8, 35
62, 6, 60
65, 6, 98
66, 6, 46
74, 8, 46
65, 6, 20
71, 5, 30
70, 10, 5
65, 6, 65
76, 11, 8
71, 11, 78
68, 14, 13
75, 13, 83
64, 1, 80
73, 1, 7
63, 12, 74
63, 0, 41
66, 9, 34
69, 8, 31
69, 7, 35
66, 4, 84
69, 8, 17
63, 0, 5
73, 17, 78
73, 5, 44
76, 9, 91
71, 0, 77
61, 10, 80
72, 17, 58
68, 2, 88
70, 12, 80
69, 9, 88
73, 0, 64
74, 16, 81
70, 3, 55
77, 9, 63
73, 4, 59
75, 15, 37
71, 4, 93
73, 8, 9
64, 4, 18
65, 3, 32
64, 12, 40
67, 2, 31
68, 8, 59
72, 11, 16
67, 5, 14
61, 8, 62
76, 5, 59
77, 10, 84
67, 6, 68
65, 0, 53
75, 6, 72
75, 3, 24
71, 11, 1
63, 13, 5
72, 11, 43
69, 2, 91
72, 2, 25
64, 7, 51
63, 2, 69
68, 3, 47
68, 12, 8
70, 10, 19
73, 9, 56
78, 11, 30
71, 1, 50
71, 11, 83
72, 14, 88
70, 13, 48

