24, 8
21, 16
18, 10
31, 8
24, 1
19, 13
17, 12
21, 5
26, 16
26, 6
26, 12
18, 2
25, 11
31, 14
22, 4
28, 12
17, 13
20, 11
22, 11
17, 15
28, 11
25, 10
29, 14
29, 16
18, 3
22, 7
24, 8
25, 18
25, 9
17, 14
20, 14
17, 15
20, 10
26, 10
26, 3
26, 1
18, 5
23, 15
30, 11
26, 17
30, 13
19, 18
28, 2
24, 11
18, 11
17, 14
29, 11
25, 18
24, 7
31, 15
18, 19
29, 7
26, 6
16, 15
25, 13
23, 12
23, 6
22, 11
18, 19
25, 13
24, 4
17, 6
17, 3
21, 12
25, 18
29, 8
25, 19
27, 13
17, 11
22, 8
28, 1
24, 11
16, 3
22, 2
19, 1
30, 18
30, 9
31, 17
17, 7
17, 13
26, 1
17, 12
25, 11
24, 8
29, 16
25, 19
24, 0
20, 10
20, 3
27, 10
23, 9
16, 13
28, 5
16, 8
23, 11
25, 7
16, 14
21, 6
30, 14
21, 18
23, 1
21, 17
15, 18
17, 11
20, 15
30, 6
19, 7
22, 16
18, 2
21, 5
15, 13
23, 0
18, 5
25, 6
23, 10
30, 8
26, 15
18, 0
22, 2
20, 17
17, 17
25, 4
25, 14
30, 3
30, 11
22, 7
27, 3
30, 3
20, 14
23, 1
27, 1
20, 12
25, 6
24, 15
19, 8
21, 16
23, 12
16, 7
28, 12
28, 13
20, 1
25, 1
23, 0
27, 9
19, 19
25, 2
27, 3
16, 18
23, 16
29, 18
28, 14
18, 2
29, 17
27, 17
24, 6
15, 14
25, 0
18, 13
30, 1
19, 13

