61, 91
50, 98
56, 93
58, 91
48, 99
53, 99
58, 91
49, 96
64, 97
59, 98
59, 93
62, 96
53, 99
52, 94
53, 95
50, 98
59, 98
58, 93
61, 99
56, 95
58, 93
48, 95
58, 93
51, 95
61, 91
53, 92
60, 94
56, 92
57, 99
53, 93
50, 92
51, 97
49, 95
60, 97
55, 91
58, 96
50, 95
57, 90
59, 97
58, 95
57, 99
47, 99
64, 98
52, 96
62, 89
61, 97
51, 99
62, 90
60, 99
55, 93
53, 97
61, 91
52, 95
61, 90
48, 93
49, 96
62, 97
61, 91
48, 96
50, 96
54, 94
48, 93
60, 94
55, 95
53, 94
51, 96
58, 99
56, 93
53, 99
52, 96
61, 95
58, 99
50, 96
56, 93
57, 98

