89, 44, 65
88, 43, 37
92, 42, 22
85, 50, 40
93, 48, 29
93, 51, 84
96, 48, 72
94, 56, 52
90, 50, 62
91, 49, 35
87, 53, 83
89, 48, 82
94, 50, 43
90, 45, 53
92, 54, 69
87, 47, 4
85, 53, 12
99, 52, 48
92, 39, 53
98, 45, 97
95, 41, 22
90, 39, 54
99, 55, 63
87, 45, 5
98, 42, 2
93, 55, 34
89, 48, 79
84, 51, 1
87, 44, 86
92, 51, 53
95, 39, 68
89, 47, 81
86, 51, 9
90, 50, 86
92, 39, 47
99, 45, 72
97, 42, 8
99, 44, 97
97, 51, 95
96, 53, 58
88, 45, 31
88, 54, 13
98, 47, 45
83, 47, 40
85, 52, 51
97, 51, 1
96, 39, 44
91, 41, 65
84, 49, 50
98, 39, 83
92, 40, 87
85, 52, 21
96, 39, 86
94, 46, 43
96, 55, 28
95, 42, 37
92, 44, 54
99, 56, 28
99, 55, 50
99, 53, 51
94, 41, 64
97, 45, 54
91, 41, 37
92, 53, 95
92, 52, 24
96, 46, 83
97, 54, 32
98, 43, 34
94, 44, 6
91, 45, 84
98, 51, 88
92, 54, 24
85, 45, 9
90, 43, 57
89, 51, 4
99, 42, 55
97, 40, 23
99, 43, 55
94, 50, 49
91, 48, 22
98, 50, 58
95, 42, 52
88, 52, 97
95, 47, 8
97, 50, 89
99, 51, 43
96, 39, 83
92, 52, 17
83, 47, 23
94, 46, 90
85, 50, 91
90, 41, 64
93, 54, 94
93, 44, 9
91, 39, 35
91, 48, 46
95, 52, 35
92, 46, 64
93, 49, 94
98, 44, 59
96, 42, 72
88, 54, 2
93, 46, 21
91, 52, 9
98, 55, 44
84, 47, 68
96, 46, 80
95, 46, 78
91, 47, 17
97, 54, 28
98, 50, 90
88, 55, 77
86, 51, 87
93, 41, 49
93, 42, 22
94, 41, 9
91, 48, 35
91, 44, 58
91, 51, 87
84, 49, 28
88, 55, 45
99, 42, 98
89, 44, 51
92, 50, 62
90, 39, 18
85, 51, 30
91, 49, 35
85, 50, 14
88, 49, 55
94, 48, 86
85, 46, 32
91, 45, 66
87, 54, 11
92, 52, 19
94, 53, 31
86, 53, 67
95, 40, 77
92, 38, 29
96, 39, 77
93, 56, 60
97, 42, 40
84, 49, 63
96, 47, 0

