18, 64, 19
16, 71, 86
21, 70, 26
18, 70, 1
29, 75, 8
31, 68, 26
19, 65, 5
16, 73, 61
18, 76, 20
20, 65, 31
26, 76, 90
19, 61, 56
18, 65, 63
25, 67, 89
22, 73, 41
18, 68, 17
19, 72, 91
24, 65, 72
27, 73, 34
23, 72, 48
31, 75, 4
28, 62, 26
14, 73, 69
27, 71, 13
18, 63, 13
16, 72, 32
23, 71, 27
17, 63, 53
16, 65, 52
22, 71, 57
26, 64, 85
29, 72, 77
22, 76, 37
30, 65, 52
17, 65, 42
21, 61, 44
15, 72, 52
28, 65, 29
23, 67, 0
27, 61, 52
18, 72, 94
31, 66, 29
28, 66, 72
31, 70, 53
23, 72, 28
25, 74, 24
27, 74, 60
23, 70, 42
27, 64, 40
23, 64, 37
19, 70, 67
19, 74, 87
24, 67, 66
15, 68, 83
17, 68, 65
30, 64, 23
18, 62, 44
23, 69, 24
26, 62, 63
18, 69, 72
19, 71, 64
16, 74, 56
19, 69, 47
24, 67, 50
23, 76, 63
25, 62, 82
27, 71, 14
28, 61, 77
21, 61, 1
23, 60, 64
17, 67, 70
27, 68, 64
27, 65, 0
15, 72, 43
24, 61, 25
26, 63, 91
25, 73, 47
27, 72, 7
26, 69, 34
29, 73, 0
19, 67, 63
28, 67, 98
21, 72, 96
25, 75, 89
22, 73, 94
16, 64, 59
18, 68, 36
17, 68, 35
30, 66, 5
28, 65, 86
15, 67, 10
25, 68, 25
25, 70, 95
16, 75, 4
31, 70, 10
25, 67, 11
17, 70, 15
21, 65, 5
25, 74, 33
30, 69, 59
16, 69, 61
31, 72, 82
16, 74, 64
23, 63, 17
29, 64, 50
20, 62, 18
26, 62, 64
22, 68, 96
19, 65, 83
17, 73, 74
19, 66, 36
20, 64, 34
20, 65, 14
17, 73, 43
22, 69, 56
18, 60, 97
22, 67, 99
21, 65, 33
28, 74, 37
24, 70, 42

