73, 86, 21
81, 85, 52
69, 78, 59
73, 89, 61
64, 81, 3
82, 85, 88
64, 81, 90
69, 79, 38
71, 89, 40
78, 89, 35
75, 92, 61
70, 83, 89
75, 89, 50
66, 86, 55
75, 81, 87
71, 87, 99
79, 82, 8
76, 81, 47
73, 92, 93
78, 87, 13
73, 80, 38
68, 77, 19
73, 81, 3
67, 85, 2
70, 84, 47
74, 84, 59
71, 83, 64
65, 81, 2
76, 92, 50
73, 80, 73
77, 86, 81
79, 85, 13
69, 83, 56
70, 90, 73
78, 86, 24
73, 84, 60
71, 86, 5
66, 87, 8
75, 90, 38
71, 87, 99
69, 78, 76
65, 86, 19
67, 83, 0
80, 85, 13
75, 90, 25
74, 84, 29
70, 83, 17
71, 78, 40
70, 79, 25
72, 79, 93
69, 88, 64
69, 86, 30
75, 84, 82
74, 82, 39
75, 92, 10
72, 83, 85
66, 81, 48
73, 79, 9
68, 84, 61
72, 86, 66
69, 88, 29
68, 84, 17
72, 84, 26
73, 89, 62
70, 88, 94
71, 86, 62
68, 82, 48
74, 81, 42
68, 85, 34
74, 88, 22
69, 82, 13
65, 83, 53
69, 80, 23
67, 78, 73
69, 78, 27
67, 78, 30
69, 81, 43
75, 89, 69
77, 84, 75
72, 78, 89
67, 77, 54
81, 82, 89
72, 89, 53
69, 81, 39
66, 87, 31
71, 85, 29
74, 89, 59
69, 86, 75
71, 87, 43
74, 83, 61
68, 81, 71
63, 84, 25
65, 81, 74
72, 88, 51
73, 89, 85
79, 88, 73
66, 82, 31
68, 82, 19
71, 88, 31
67, 88, 65
70, 89, 49
76, 93, 75
67, 89, 65
63, 83, 4
65, 87, 99
65, 81, 81
77, 88, 35
74, 83, 77
78, 86, 18
76, 87, 37
77, 86, 17
70, 86, 5
73, 82, 94
68, 84, 46
73, 83, 73
76, 80, 21
79, 86, 1
76, 86, 84
67, 78, 66
74, 92, 26

