47, 26
43, 24
37, 34
35, 33
37, 38
39, 23
41, 24
43, 37
35, 26
47, 32
36, 30
38, 23
48, 24
37, 25
47, 21
43, 34
38, 37
37, 36
37, 23
37, 23
47, 24
41, 32
37, 28
33, 29
43, 34
40, 33
42, 37
41, 22
40, 28
34, 20
32, 23
35, 30
37, 23
40, 34
40, 30
38, 21
40, 33
46, 29
48, 23
35, 24
37, 33
40, 37
41, 32
39, 26
31, 20
38, 22
36, 21
41, 25
42, 37
46, 26
47, 18
36, 37
45, 28
44, 18
45, 18
41, 25
42, 35
47, 21
35, 29
42, 18
46, 28
45, 25
36, 33
41, 37
40, 21
35, 26
36, 29
44, 30
43, 30
39, 18
44, 26
36, 19
45, 25
45, 23
32, 27
37, 29
39, 27
33, 21
46, 20
45, 28
42, 20
36, 29
43, 18
38, 21
38, 23
45, 23
43, 27
32, 28
37, 34
40, 23
48, 30
41, 25
47, 26
37, 20
38, 31
46, 27
44, 22
43, 29
38, 37
35, 30
45, 25
48, 24
37, 31
42, 31
40, 31
34, 33
45, 21
33, 21
41, 35
46, 24
37, 32
44, 27
34, 33
38, 31
38, 26
36, 25
39, 25
40, 22
38, 30
35, 19
48, 22
42, 23
32, 25
44, 21
38, 32
39, 19
40, 23
39, 38
35, 33
42, 20
43, 33
33, 28
32, 22
48, 32
36, 23
33, 29
44, 27
32, 23
47, 31
43, 35
39, 27
46, 33
37, 33
48, 32
37, 23
44, 24
33, 22
47, 18
47, 19
47, 19
46, 21
48, 31
44, 35
40, 24

