36, 74, 20
48, 83, 7
42, 88, 6
38, 79, 90
34, 74, 72
40, 88, 85
37, 78, 93
40, 86, 21
47, 84, 48
46, 78, 69
36, 80, 98
45, 73, 74
46, 77, 17
31, 76, 83
40, 87, 99
38, 88, 55
35, 80, 76
40, 75, 62
41, 88, 81
45, 86, 51
46, 88, 8
37, 81, 18
43, 73, 66
32, 85, 28
46, 89, 78
44, 88, 10
37, 74, 12
43, 88, 27
40, 86, 34
36, 80, 16
47, 85, 31
34, 75, 49
36, 84, 12
45, 81, 14
39, 83, 17
38, 81, 47
48, 84, 45
41, 83, 88
38, 74, 26
42, 84, 72
43, 74, 16
38, 78, 38
36, 81, 70
45, 74, 38
40, 81, 23
42, 80, 77
42, 80, 16
35, 85, 28
32, 80, 67
32, 76, 67
35, 79, 54
33, 75, 41
41, 85, 77
42, 80, 16
46, 82, 35
39, 85, 41
47, 81, 82
41, 85, 63
38, 83, 38
36, 81, 39
32, 83, 73
39, 80, 35
39, 78, 38
45, 75, 45
37, 83, 41
48, 85, 78
31, 76, 91
32, 82, 82
33, 73, 94
33, 82, 12
38, 82, 54
46, 81, 3
38, 88, 75
38, 84, 59
35, 76, 40
34, 83, 11
36, 77, 95
38, 78, 97
39, 77, 72
40, 87, 88
34, 84, 26
44, 81, 75
35, 73, 34
42, 87, 42
40, 88, 54
36, 79, 94
32, 75, 32
32, 79, 82
46, 87, 7
42, 79, 7
46, 78, 89
35, 85, 0
47, 81, 55
46, 89, 80
42, 82, 71
44, 83, 6
42, 86, 64
35, 78, 13
43, 76, 83
47, 87, 31
41, 81, 23
39, 88, 65
44, 88, 75
31, 77, 12
39, 78, 49
43, 87, 23
35, 81, 60
39, 80, 45
32, 79, 92
33, 74, 51
36, 87, 30
41, 81, 78
35, 80, 32
42, 80, 51
39, 76, 19
43, 79, 6
38, 75, 26
48, 85, 48
37, 74, 52
45, 87, 23
39, 78, 10
36, 73, 36
45, 78, 84
36, 73, 66

