18, 95
15, 88
21, 99
23, 96
17, 96
28, 93
18, 97
28, 92
20, 97
20, 94
23, 94
18, 89
28, 97
18, 90
15, 96
21, 95
19, 90
22, 95
16, 90
27, 98
16, 93
17, 92
27, 98
17, 92
17, 92
15, 92
20, 93
30, 93
19, 90
24, 93
24, 92
15, 92
21, 92
25, 96
28, 95
21, 93
16, 93
17, 90
26, 95
26, 93
19, 96
24, 99
17, 93
20, 91
21, 98
28, 96
15, 88
16, 88
17, 92
24, 95
18, 99
24, 99
23, 99
23, 95
29, 98
21, 96
23, 97
20, 97
25, 96
16, 90
20, 92
29, 93
24, 97
26, 91
18, 91
27, 96
17, 97
15, 93
27, 99
24, 96
25, 99
30, 96
27, 94
23, 96
20, 98
27, 92
20, 99
17, 95
20, 91
30, 94
21, 97
19, 91
16, 94
17, 93
17, 93
28, 94
28, 96
22, 95
15, 96
28, 95
27, 97
26, 94
17, 90
15, 99
26, 92
27, 92
15, 99
28, 94
20, 97

