91, 95, 42
87, 97, 18
81, 88, 42
82, 86, 65
86, 90, 61
83, 95, 41
82, 91, 95
80, 96, 98
81, 89, 98
81, 98, 22
90, 97, 89
90, 93, 96
86, 98, 70
79, 95, 69
79, 99, 5
92, 93, 52
91, 92, 10
86, 88, 17
87, 96, 33
87, 99, 10
90, 99, 85
86, 99, 20
84, 92, 67
76, 95, 41
78, 91, 23
84, 95, 25
86, 87, 29
79, 97, 87
77, 98, 86
78, 99, 74
81, 90, 33
89, 96, 50
83, 98, 92
86, 89, 40
90, 95, 52
84, 90, 17
84, 99, 1
86, 96, 48
80, 98, 91
84, 92, 25
76, 94, 90
83, 99, 35
79, 99, 22
83, 88, 19
83, 87, 93
83, 92, 32
83, 89, 35
83, 87, 23
83, 91, 22
76, 97, 34
88, 99, 25
87, 95, 45
82, 96, 80
90, 98, 58
87, 88, 97
90, 97, 56
91, 97, 13
86, 87, 71
77, 97, 70
79, 98, 67
87, 93, 27
80, 99, 48
89, 98, 97
85, 92, 22
77, 93, 95
89, 95, 98
86, 93, 20
86, 95, 22
85, 89, 7
84, 93, 58
85, 90, 72
82, 89, 42
90, 91, 68
82, 95, 28
89, 90, 33
92, 92, 54
79, 90, 35
85, 89, 71
88, 91, 40
83, 94, 63
90, 97, 92
89, 96, 48
89, 98, 83
79, 91, 71
91, 97, 46
87, 94, 14
86, 88, 21
86, 91, 58
87, 96, 7
89, 97, 36
86, 96, 6
80, 93, 98
82, 92, 8
79, 98, 57
87, 93, 88
83, 91, 45
78, 98, 18
81, 94, 57
79, 92, 13
77, 99, 74
91, 93, 90
89, 92, 15
80, 96, 11
90, 97, 78
79, 96, 40
82, 99, 70
89, 90, 87
91, 99, 10
88, 90, 93

