96, 37, 61
95, 25, 64
90, 29, 70
99, 27, 25
92, 37, 25
97, 28, 51
92, 33, 40
99, 37, 92
95, 39, 68
89, 32, 19
94, 30, 46
93, 30, 74
95, 35, 8
93, 32, 36
98, 24, 24
94, 33, 85
97, 36, 91
93, 35, 24
97, 24, 68
96, 39, 44
96, 39, 86
99, 32, 44
96, 33, 11
90, 34, 15
90, 32, 89
98, 39, 83
96, 33, 93
99, 36, 29
99, 35, 73
93, 27, 69
93, 33, 31
92, 35, 26
94, 26, 78
99, 30, 75
94, 26, 63
93, 36, 46
98, 23, 1
99, 37, 15
97, 40, 23
93, 32, 51
97, 25, 6
97, 33, 40
96, 39, 83
96, 27, 7
92, 36, 20
91, 28, 61
97, 36, 43
91, 33, 29
99, 23, 0
99, 37, 67
94, 28, 37
96, 26, 65
99, 22, 33
90, 30, 81
98, 28, 46
98, 23, 90
91, 34, 52
96, 28, 51
96, 34, 23
89, 32, 88
95, 26, 45
97, 38, 76
92, 32, 8
99, 30, 94
97, 32, 43
95, 26, 46
99, 27, 35
98, 26, 70
96, 28, 89
93, 32, 85
99, 27, 73
94, 27, 74
99, 24, 35
98, 32, 47
95, 32, 13
98, 25, 89
95, 35, 77
99, 36, 15
95, 33, 80
98, 25, 65
97, 24, 82
96, 39, 77
95, 40, 77
97, 38, 39

