5, 45
0, 49
2, 53
13, 41
18, 53
11, 47
13, 55
1, 50
13, 56
5, 40
2, 50
8, 52
10, 52
15, 41
2, 55
12, 48
8, 48
16, 52
3, 56
10, 49
8, 45
14, 46
1, 50
1, 42
16, 50
10, 41
8, 54
8, 46
5, 40
12, 48
3, 40
15, 48
5, 47
2, 41
12, 51
1, 40
15, 55
0, 52
17, 43
0, 51
4, 46
17, 40
4, 46
11, 54
5, 53
4, 50
6, 49
7, 38
15, 53
5, 46
8, 49
14, 50
12, 44
0, 43
18, 50
13, 54
5, 38
5, 46
9, 41
17, 46
9, 56
11, 40
16, 43
3, 52
5, 46
1, 42
12, 50
17, 44
15, 52
2, 45
15, 42
8, 40
13, 38
11, 42
2, 44
15, 44
11, 54
5, 53
16, 50
3, 52
12, 47
1, 49
15, 52
6, 38
4, 48
1, 53
0, 55
3, 49
10, 40
9, 43
0, 49
0, 43
14, 50
8, 56
12, 39
1, 40
15, 51
7, 51
3, 39
13, 52
16, 49
14, 55
3, 42
14, 47
15, 44
12, 41
9, 50
6, 45
2, 41
1, 41
4, 46
0, 44
12, 56
2, 48
3, 54
10, 55
6, 38
13, 41
18, 49
7, 53
13, 56
5, 51
9, 41
18, 51
6, 46
0, 42
1, 55
5, 40
3, 55
11, 44
0, 48
8, 52
4, 42
14, 42
3, 48
12, 56
0, 41
2, 52
15, 41
0, 39
13, 48
0, 41
10, 56
9, 43
3, 49
17, 45
7, 55
14, 44
13, 54
1, 53
1, 55

